title,genres,vote_average,popularity
Before the Rain,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",7.7,3.525649
Before Sunrise,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.7,11.304979
Billy Madison,"[{'id': 35, 'name': 'Comedy'}]",6.2,6.638116
The Babysitter,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",4.7,2.761837
Boys on the Side,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.3,3.030309
The Cure,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",7.2,2.686342
Castle Freak,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",5.8,2.26977
Circle of Friends,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",6.5,2.605521
Clerks,"[{'id': 35, 'name': 'Comedy'}]",7.4,10.513367
Don Juan DeMarco,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",6.3,7.438934
Disclosure,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",5.9,11.812244
Dream Man,"[{'id': 53, 'name': 'Thriller'}]",2.5,0.155859
Drop Zone,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",5.1,9.579155
Destiny Turns on the Radio,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",5.3,0.710671
Death and the Maiden,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",7.1,5.484156
Dolores Claiborne,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",7.1,5.8025
Dumb and Dumber,"[{'id': 35, 'name': 'Comedy'}]",6.5,9.844558
Eat Drink Man Woman,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.5,4.860016
Exotica,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",6.5,5.378467
Exit to Eden,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",4.3,4.322726
Ed Wood,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",7.3,11.720358
French Kiss,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.2,9.146544
Forget Paris,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.1,16.236745
Far from Home: The Adventures of Yellow Dog,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",5.6,2.657337
A Goofy Movie,"[{'id': 10749, 'name': 'Romance'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",6.7,10.177977
Hideaway,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.0,8.182165
Fluke,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",6.6,4.953936
Farinelli,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",5.9,8.935058
Gordy,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",3.0,0.398924
Gumby: The Movie,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",5.0,0.090452
The Glass Shield,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",5.4,1.012197
Hoop Dreams,"[{'id': 99, 'name': 'Documentary'}]",7.7,9.47666
Heavenly Creatures,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",6.9,9.438042
Houseguest,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",6.0,2.688562
Immortal Beloved,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",6.9,7.983666
Heavyweights,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",6.0,9.546707
The Hunted,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",6.0,2.756986
I.Q.,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.9,5.146352
Interview with the Vampire,"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",7.2,11.970205
Jefferson in Paris,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.2,1.596058
The Jerky Boys,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",4.8,0.748846
Junior,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",4.7,6.710215
Just Cause,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6.0,9.195256
A Kid in King Arthur's Court,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",4.3,5.874511
Kiss of Death,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.7,7.797512
Star Wars,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",8.1,42.149697
Little Women,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.0,9.774994
A Little Princess,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",7.4,7.731725
Ladybird Ladybird,"[{'id': 18, 'name': 'Drama'}]",7.4,0.84508
L'Enfer,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6.6,1.948315
Like Water for Chocolate,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.6,4.126083
Legends of the Fall,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",7.2,12.199047
Major Payne,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",6.1,9.253362
Little Odessa,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",6.4,1.861292
Mi Vida Loca,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",5.7,1.788829
Love Affair,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4.3,3.290192
Losing Isaiah,"[{'id': 18, 'name': 'Drama'}]",6.4,7.698526
The Madness of King George,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",6.7,4.81307
Mary Shelley's Frankenstein,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",6.1,14.287753
Man of the House,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.1,2.558118
Mixed Nuts,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.2,2.899608
Milk Money,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.6,3.770115
Miracle on 34th Street,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",6.4,5.831622
Miami Rhapsody,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.6,1.137266
My Family,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",7.0,3.121288
Murder in the First,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6.9,9.518564
Nobody's Fool,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",7.0,2.891269
Nell,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.1,5.930957
New Jersey Drive,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6.9,0.629955
New York Cop,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",0.0,0.004537
Beyond Bedlam,"[{'id': 27, 'name': 'Horror'}]",4.0,0.426952
Nemesis 2 - Nebula,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",4.6,1.466491
Nina Takes a Lover,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.4,0.769522
Natural Born Killers,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",6.9,11.226856
Only You,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.4,4.936761
Once Were Warriors,"[{'id': 18, 'name': 'Drama'}]",7.6,4.025276
Poison Ivy II: Lily,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",4.6,6.448039
Outbreak,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",6.4,13.676444
Leon: The Professional,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",8.2,20.477329
The Perez Family,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.6,1.433544
A Pyromaniac's Love Story,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.0,0.463307
Pulp Fiction,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",8.3,140.950236
Panther,"[{'id': 18, 'name': 'Drama'}]",6.4,7.160149
Pushing Hands,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.1,1.638622
Priest,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.4,1.881932
Quiz Show,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",7.1,7.772505
Picture Bride,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",7.4,1.296912
Queen Margot,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",7.0,4.405405
The Quick and the Dead,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",6.2,7.54701
Roommates,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",6.4,3.395867
Prêt-à-Porter,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",5.3,6.259433
Three Colors: Red,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",7.8,7.832755
Three Colors: Blue,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 9648, 'name': 'Mystery'}]",7.7,8.843517
Three Colors: White,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",7.3,6.5898
"Red Firecracker, Green Firecracker","[{'id': 18, 'name': 'Drama'}]",7.0,0.078257
Rent-a-Kid,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10770, 'name': 'TV Movie'}]",5.1,1.155255
Relative Fear,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",4.7,0.499601
Stuart Saves His Family,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5.0,1.390885
The Swan Princess,"[{'id': 16, 'name': 'Animation'}]",6.5,8.910462
The Secret of Roan Inish,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",6.1,1.750481
The Specialist,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.5,10.388183
Stargate,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",6.8,13.328924
The Santa Clause,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",6.3,9.665424
The Shawshank Redemption,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",8.5,51.645403
Shallow Grave,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",7.0,8.223026
Suture,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.0,1.298224
Strawberry and Chocolate,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",7.1,1.777197
Swimming with Sharks,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",6.7,5.869261
The Sum of Us,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.0,1.407427
Senior Trip,"[{'id': 35, 'name': 'Comedy'}]",5.7,5.05806
To Live,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",7.7,5.260627
Tank Girl,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",5.5,7.602087
Tales from the Crypt: Demon Knight,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",6.7,9.455342
Star Trek: Generations,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",6.4,8.105708
Tales from the Hood,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.4,2.86007
Tom & Viv,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.8,0.704204
Village of the Damned,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",5.6,6.529879
Tommy Boy,"[{'id': 35, 'name': 'Comedy'}]",6.8,11.971318
Vanya on 42nd Street,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.1,7.039846
The Underneath,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",5.6,2.059771
The Walking Dead,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",6.6,0.620873
What's Eating Gilbert Grape,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",7.5,10.3919
Virtuosity,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.4,5.188399
While You Were Sleeping,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.5,15.783615
The War,"[{'id': 18, 'name': 'Drama'}]",6.3,3.908596
Double Happiness,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.5,0.372239
Muriel's Wedding,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.9,5.254847
The Baby-Sitters Club,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",5.3,2.15805
Ace Ventura: Pet Detective,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",6.4,11.247957
"The Adventures of Priscilla, Queen of the Desert","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",7.2,8.328596
Backbeat,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",6.2,2.487951
Bitter Moon,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.0,11.298195
Bullets Over Broadway,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",7.0,5.72288
Clear and Present Danger,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.4,7.513245
The Client,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",6.4,15.263829
"Corrina, Corrina","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",6.4,6.924689
Crooklyn,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.7,2.533022
The Crow,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",7.3,15.799336
Cobb,"[{'id': 18, 'name': 'Drama'}]",6.1,2.583363
The Flintstones,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.0,15.019586
Forrest Gump,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8.2,48.307194
Four Weddings and a Funeral,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.6,8.990345
Higher Learning,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",6.4,7.817811
I Like It Like That,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.3,0.289295
I Love Trouble,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.3,3.570874
It Could Happen to You,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.1,11.272073
The Jungle Book,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",5.9,10.714235
"The Wonderful, Horrible Life of Leni Riefenstahl","[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",7.3,0.568884
The Lion King,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",8.0,21.605761
Little Buddha,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",6.0,5.681522
New Nightmare,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 14, 'name': 'Fantasy'}]",6.4,9.860522
The Mask,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",6.6,14.13488
Maverick,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",6.6,15.050326
Mrs. Parker and the Vicious Circle,"[{'id': 18, 'name': 'Drama'}]",6.3,4.739054
The Naked Gun 33⅓: The Final Insult,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",6.4,10.587232
The Paper,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.1,4.006063
Reality Bites,"[{'id': 18, 'name': 'Drama'}]",6.5,6.514592
Red Rock West,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.4,5.137903
Ri¢hie Ri¢h,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.4,6.595255
Safe Passage,"[{'id': 18, 'name': 'Drama'}]",4.9,4.931565
The River Wild,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",6.1,10.511241
Speed,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",6.8,10.859292
Speechless,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.5,2.334226
Timecop,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",5.5,8.907074
True Lies,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",6.8,11.396099
When a Man Loves a Woman,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.0,4.322544
Wolf,"[{'id': 14, 'name': 'Fantasy'}]",6.0,14.063845
Wyatt Earp,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",6.5,9.277147
Bad Company,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",4.9,0.912415
A Man of No Importance,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.5,0.406113
S.F.W.,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.1,2.504529
A Low Down Dirty Shame,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",6.0,3.021526
"Boys Life: Three Stories of Love, Lust, and Liberation","[{'id': 18, 'name': 'Drama'}]",2.0,0.054148
Colonel Chabert,"[{'id': 18, 'name': 'Drama'}]",5.9,0.934312
"Faster, Pussycat! Kill! Kill!","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",6.5,4.220541
Jason's Lyric,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.9,0.912909
The Secret Adventures of Tom Thumb,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",7.1,0.381704
Street Fighter,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",4.1,13.58449
Coldblooded,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",6.7,2.342756
Desert Winds,[],0.0,0.251223
Fall Time,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.3,1.108494
The Fear,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",3.4,0.268043
Frank and Ollie,"[{'id': 99, 'name': 'Documentary'}]",7.5,0.142357
Girl in the Cadillac,"[{'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",10.0,0.405392
Homage,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",0.0,0.014925
Mirage,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",4.0,0.302957
Open Season,"[{'id': 35, 'name': 'Comedy'}]",0.0,0.012456
Dos Crímenes,[],5.0,0.233376
Brother Minister: The Assassination of Malcolm X,"[{'id': 99, 'name': 'Documentary'}]",4.0,0.0368
Highlander: The Final Dimension,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",4.5,6.866634
Federal Hill,[],5.0,0.100685
In the Mouth of Madness,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",7.1,8.497643
8 Seconds,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.2,1.888534
Above the Rim,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6.7,4.38154
Addams Family Values,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",6.5,17.555909
Martin Lawrence: You So Crazy,"[{'id': 35, 'name': 'Comedy'}]",4.5,0.394194
The Age of Innocence,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.0,8.013617
Airheads,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10402, 'name': 'Music'}]",5.8,7.09232
The Air Up There,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.1,1.896273
Another Stakeout,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",4.9,12.967239
Bad Girls,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",4.6,14.644772
Barcelona,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.6,1.632711
